frame,center_x,center_y,center_z,angle_deg
452,97.03735257201052,104.08178518182909,0.2,-17.03776258345328
453,96.48185765118876,104.22368169804525,0.2,-13.642858679941442
454,95.91808419156666,104.33147048871737,0.2,-10.247954776429706
455,95.02822776518128,104.45138523259169,0.24444444444444446,-5.101638251657091
456,94.13120217109055,104.49099695969275,0.28888888888888886,0.0446782731155244
457,93.23423944496837,104.44998631076771,0.3333333333333333,5.1909947978881394
458,92.34457111563205,104.328683923513,0.37777777777777777,10.337311322660755
459,91.46936990272091,104.12806776689371,0.4222222222222222,15.483627847433473
460,90.61569188850883,103.8497552565232,0.4666666666666666,20.62994437220619
461,89.79041963007504,103.49599021467004,0.5111111111111111,25.776260896978805
462,89.00020667047671,103.0696247800243,0.5555555555555556,30.92257742175142
463,88.25142389628778,102.57409641307072,0.6,36.068893946524035
464,91.38348833858831,105.80624179777422,0.6,41.128588621842866
465,94.56681326839431,108.97968533563221,0.6,46.188283297161696
466,97.8063760688167,112.09917661393692,0.6,51.24797797248094
467,101.10671584466124,115.16988568584516,0.6,56.30767264779977
468,104.47189804784634,118.19736277862967,0.6,61.3673673231186
469,107.90548279413782,121.18749503912174,0.6,66.42706199843764
470,111.41049711811726,124.14646065344053,0.6,71.48675667375667
471,114.98941138260902,127.08068069856708,0.6,76.5464513490755
472,118.64412002641444,129.99676910099836,0.6,81.60614602439453
473,118.5536986728593,129.1146630605385,0.5555555555555556,86.68839094389006
474,118.54177472857509,128.22801493002268,0.5111111111111111,91.77063586338537
475,118.60844194999608,127.34379630921529,0.4666666666666667,96.85288078288089
476,118.75317614136843,126.46895969495961,0.4222222222222222,101.9351257023764
477,118.97483927643376,125.6103838145929,0.37777777777777777,107.0173706218717
478,119.27168844658263,124.77481953940132,0.33333333333333337,112.09961554136703
479,119.64138956512,123.96883680339091,0.28888888888888886,117.18186046086275
480,120.08103571988728,123.19877294474489,0.24444444444444446,122.26410538035806
481,120.58717002993762,122.47068287615149,0.2,127.34635029985337
482,118.33489943742215,121.91104109999219,0.2,131.49159520123186
483,116.12181910790143,121.38606169221643,0.2,135.6368401026099
484,113.9453209482859,120.89848684753905,0.2,139.78208500398839
485,111.80260546847848,120.45086306092698,0.2,143.92732990536646
486,109.69069642823777,120.04552780440018,0.2,148.07257480674474
487,107.60645640879318,119.68459729743623,0.2,152.21781970812302
488,105.54660322774225,119.36995543496218,0.2,156.3630646095013
489,106.04462207004367,119.0854689239968,0.2,160.62744884325696
490,106.56100732971888,118.85321654019258,0.2,164.89183307701245
491,107.09182409062011,118.67441938157549,0.2,169.15621731076791
492,107.63305753077911,118.55000256978222,0.2,173.42060154452338
493,108.18063515208658,118.4805901277517,0.2,177.68498577827907
494,108.73044932931833,118.46650152457057,0.2,-178.05062998796527
495,109.27838005365732,118.50774990660408,0.2,-173.78624575420977
496,109.10009748069,118.48084630087507,0.2,-172.88075700318223
497,108.9215053761864,118.456420976398,0.2,-171.97526825215488
498,108.74256461426799,118.43446873213452,0.2,-171.06977950112756
499,108.56323615613462,118.41498374938544,0.2,-170.1642907501
500,108.40877130185319,118.37752219135162,0.2,-169.13461687728577
501,108.2536976699285,118.34323228953437,0.2,-168.10494300447155
502,108.09795836326654,118.31210259190662,0.2,-167.07526913165754
503,107.94149669975661,118.28412062583656,0.2,-166.04559525884332
504,107.79292408736453,118.23630434280622,0.2,-164.9986141358684
505,107.6434871923401,118.19171329442312,0.2,-163.95163301289367
506,107.49312722668014,118.15033114984043,0.2,-162.90465188991874
507,107.3417857105973,118.1121405067485,0.2,-161.857670766944
508,107.19714321213199,118.05353196859946,0.2,-160.81227473149562
509,107.05140661384938,117.99806742573075,0.2,-159.76687869604746
510,106.90451873695211,117.94572639343262,0.2,-158.7214826605993
511,106.75642278589513,117.8964873472011,0.2,-157.6760866251509
512,106.6136592899288,117.82618178258517,0.2,-156.64724898553695
513,106.46961770683163,117.75883639812376,0.2,-155.61841134592296
514,106.3242450907239,117.69442776771848,0.2,-154.589573706309
515,106.17748892489217,117.63293151837041,0.2,-153.56073606669503
516,106.03239143087988,117.54821695133735,0.2,-152.58293813706058
517,105.88595290765556,117.46608760740052,0.2,-151.6051402074261
518,105.73812943375458,117.38652022549073,0.2,-150.62734227779166
519,105.58887749105733,117.3094907984077,0.2,-149.64954434815718
520,105.44124666470698,117.20766652903916,0.2,-148.7247699256829
521,105.29226342483202,117.10806875694604,0.2,-147.7999955032084
522,105.141892012684,117.01067536462948,0.2,-146.87522108073392
523,104.99009703114112,116.91546366033756,0.2,-145.9504466582596
524,104.9377667738039,116.87111138436386,0.2,-145.0611623722382
525,104.88405690845315,116.8287338761222,0.2,-144.17187808621694
526,104.82893695224055,116.78830948580526,0.2,-143.28259380019568
527,104.7723767620012,116.74981609310994,0.2,-142.39330951417426
528,104.71391104732726,116.69877171753959,0.2,-141.55660905970765
529,104.65411947589234,116.64939755690962,0.2,-140.71990860524107
530,104.5929777994864,116.60167407210037,0.2,-139.8832081507745
531,104.53046205780801,116.55558137198717,0.2,-139.0465076963079
532,104.38083883371765,116.41435750190846,0.2,-138.261348420244
533,104.2299654538501,116.27453487161159,0.2,-137.47618914418007
534,104.07782283413745,116.13609621841327,0.2,-136.69102986811615
535,103.92439212885748,115.99902401973841,0.2,-135.90587059205222
536,103.86460759078042,115.93176375330297,0.2,-135.1392826290028
537,103.80356035632319,115.86577233729943,0.2,-134.37269466595336
538,103.74123356244463,115.80103276443867,0.2,-133.6061067029039
539,103.67761057515482,115.7375278033418,0.2,-132.83951873985447
540,103.61729439520238,115.66413053633737,0.2,-132.09114553797113
541,103.55571221026692,115.59187683728409,0.2,-131.3427723360878
542,103.49284919196474,115.52075007308372,0.2,-130.59439913420422
543,103.42869073042522,115.45073341838012,0.2,-129.84602593232088
544,103.3681755152027,115.3701975132841,0.2,-129.1298663665664
545,103.30644838461068,115.29064755449187,0.2,-128.41370680081212
546,103.24349710995934,115.21206831723484,0.2,-127.69754723505764
547,103.17930965380872,115.13444442508704,0.2,-126.98138766930316
548,103.12056976390319,115.04880160776288,0.2,-126.2827022014754
549,103.06063118794025,114.96403875584814,0.2,-125.58401673364763
550,102.9994832846919,114.88014118706779,0.2,-124.88533126581987
551,102.93711559275783,114.79709409047875,0.2,-124.18664579799211
552,102.8826480039261,114.70845140961003,0.2,-123.48920462395492
553,102.82694468029379,114.62062630897282,0.2,-122.79176344991772
554,102.76999576154317,114.5336036862067,0.2,-122.09432227588073
555,102.71179157191825,114.44736832004705,0.2,-121.39688110184353
556,102.66185777396569,114.35621407759598,0.2,-120.6990454215613
557,102.61064846607196,114.2658171487843,0.2,-120.00120974127884
558,102.55815451934467,114.1761619427145,0.2,-119.30337406099659
559,102.50436699545368,114.08723275846262,0.2,-118.60553838071435
560,102.4589016139042,113.99399879382847,0.2,-117.90617902272415
561,102.4121196063458,113.90146212858846,0.2,-117.20681966473394
562,102.36401255974783,113.80960664029762,0.2,-116.50746030674354
563,102.31457225849395,113.71841610502392,0.2,-115.80810094875335
564,102.2736244571519,113.62276949898816,0.2,-115.11098598090862
565,102.23133623665234,113.5277511046068,0.2,-114.4138710130637
566,102.18770005297623,113.4333445669694,0.2,-113.71675604521879
567,102.14270856164732,113.33953344059054,0.2,-113.01964107737406
568,102.10631678303844,113.24195904319508,0.2,-112.32309685487118
569,102.06855785773165,113.14494599745093,0.2,-111.6265526323683
570,102.02942506257436,113.0484776418974,0.2,-110.93000840986541
571,101.98891187745893,112.95253723457374,0.2,-110.23346418736253
572,101.9585820928667,112.85612519850322,0.2,-109.51857736416196
573,101.92678500344654,112.76023329779815,0.2,-108.8036905409612
574,101.89351423378342,112.66484318469557,0.2,-108.08880371776063
575,101.8587636378801,112.569936433316,0.2,-107.37391689456007
576,101.83458620165027,112.47854658577765,0.2,-106.62283865646879
577,101.80876220016432,112.3876483154127,0.2,-105.8717604183773
578,101.78128533109687,112.2972199961283,0.2,-105.12068218028583
579,101.75214957614779,112.20723992107625,0.2,-104.36960394219454
580,101.7332983399192,112.11957398745619,0.2,-103.60150249666071
581,101.71270035076273,112.03233068633064,0.2,-102.83340105112688
582,101.69035010003869,111.94548656363048,0.2,-102.06529960559305
583,101.66624239401587,111.8590180935481,0.2,-101.29719816005922
584,101.633345113121,111.65275512130528,0.2,-100.52995083243488
585,101.59868487003139,111.44681984811278,0.2,-99.76270350481074
586,101.56225743472652,111.24118863748264,0.2,-98.99545617718661
587,101.52405889407159,111.03583779840358,0.2,-98.22820884956226
588,101.51810637398279,110.94640182754435,0.2,-97.46004714467091
589,101.51037163163673,110.85719922651302,0.2,-96.69188543977955
590,101.5008516985209,110.76820608088566,0.2,-95.9237237348882
591,101.48954392699946,110.67939843859008,0.2,-95.15556202999684
592,101.48670975757275,110.58467954579532,0.2,-94.40505794359746
593,101.4821649039901,110.49009243488312,0.2,-93.65455385719805
594,101.47590778687615,110.39561468733521,0.2,-92.90404977079865
595,101.46793712063764,110.30122386586926,0.2,-92.15354568439925
596,101.46909216217858,110.19995976045865,0.2,-91.43993858879743
597,101.4686964948328,110.0987346351581,0.2,-90.72633149319562
598,101.46674975339651,109.99752917368481,0.2,-90.0127243975938
599,101.46325181326839,109.89632405670584,0.2,-89.29911730199197
