frame,center_x,center_y,center_z,angle_deg
119,122.96129195274075,127.22393377247765,0.2,107.47702166400627
120,123.10949647153637,126.84221241884659,0.2,111.1746533788517
121,123.29652429918282,126.4755298790788,0.2,114.87228509369709
122,123.52132474756193,126.12635860298697,0.2,118.56991680854247
123,123.78268986487981,125.79709813345696,0.2,122.2675485233879
124,124.07925946488983,125.49006511611832,0.2,125.96518023823334
125,124.25174955986951,125.19519681658444,0.2,129.23951839067755
126,124.44952737705728,124.92098173962421,0.2,132.51385654312168
127,124.67137198656968,124.66883052461867,0.2,135.78819469556586
128,124.91598388037272,124.440081772372,0.2,139.06253284801005
129,125.18198921517956,124.23599767457596,0.2,142.3368710004542
130,125.467944298053,124.05775989275011,0.2,145.6112091528984
131,125.76573527601161,123.77544097112414,0.2,149.1570594181379
132,126.0831557324931,123.52599476635984,0.2,152.70290968337738
133,126.41813500167984,123.31057237733292,0.2,156.24875994861688
134,126.76853518946663,123.13019463426622,0.2,159.79461021385637
135,127.1321593589204,122.98574819022724,0.2,163.34046047909587
136,123.59789136956665,122.85681381956509,0.2,166.14350735455926
137,120.06935421361513,122.75111231114992,0.2,168.9465542300226
138,116.5454048803694,122.66889612203198,0.2,171.749601105486
139,113.02488938082367,122.61036151068643,0.2,174.5526479809493
140,109.50664550907052,122.57564806738199,0.2,177.35569485641273
141,109.20597207708818,122.52279474681612,0.2,179.56009058366536
142,108.90541228129018,122.48474162279783,0.2,-178.23551368908204
143,108.60439675583147,122.4614821136692,0.2,-176.03111796182935
144,108.30235680937565,122.45298774228631,0.2,-173.82672223457675
145,108.01394075071894,122.39081534872494,0.2,-172.45562164273068
146,107.72477286531081,122.33431966629082,0.2,-171.0845210508847
147,107.43471753643038,122.28348107999963,0.2,-169.71342045903864
148,107.14363965553186,122.2382767354549,0.2,-168.34231986719257
149,106.94720681919415,122.17870702886476,0.2,-167.15609468659486
150,106.74982117676177,122.12331628881333,0.2,-165.9698695059971
151,106.55139641923161,122.07208389465897,0.2,-164.78364432539934
152,106.35184668298707,122.02498744340534,0.2,-163.5974191448016
153,106.14434355404734,121.9470172471272,0.2,-162.41565996113852
154,105.93555525242694,121.87310227373013,0.2,-161.23390077747538
155,105.7253984160529,121.80321515510481,0.2,-160.0521415938123
156,105.51379026502676,121.73732680969319,0.2,-158.87038241014923
157,105.31827933182214,121.6488287630468,0.2,-157.7388989758223
158,105.12129106352036,121.56393980892857,0.2,-156.60741554149536
159,104.92275448005478,121.4826300709284,0.2,-155.4759321071684
160,104.72259920516333,121.40486827683061,0.2,-154.34444867284145
161,104.42568293951734,121.24094960288693,0.2,-153.2278712134466
162,104.12705603306009,121.08042151940806,0.2,-152.11129375405176
163,103.82665273912977,120.92325004779696,0.2,-150.9947162946569
164,103.5244079856802,120.76939993472178,0.2,-149.87813883526206
165,103.34787877512284,120.6479251811213,0.2,-148.74399356339347
166,103.16931659663626,120.52979986321958,0.2,-147.60984829152488
167,102.98865555218421,120.4149830857454,0.2,-146.47570301965632
168,102.80583056609166,120.30343265710104,0.2,-145.34155774778773
169,102.64327658704056,120.1738924818097,0.2,-144.17032565132578
170,102.4782765785158,120.04774011038407,0.2,-142.99909355486375
171,102.31076180338302,119.9249248371179,0.2,-141.82786145840174
172,102.14066457531557,119.80539456188197,0.2,-140.65662936193976
173,101.98043885108001,119.65938886198238,0.2,-139.44754892790658
174,101.8173180607217,119.51676657222578,0.2,-138.23846849387337
175,101.65123145592968,119.37746585089322,0.2,-137.02938805984022
176,101.48210960905892,119.24142337718388,0.2,-135.82030762580703
177,101.2599439293994,119.00276140744643,0.2,-134.54135234849238
178,101.03422699989227,118.76759428298308,0.2,-133.2623970711777
179,100.80488169985288,118.53584186879303,0.2,-131.98344179386308
180,100.57183271643271,118.30742232849569,0.2,-130.70448651654843
181,100.38597417138148,118.06036573329422,0.2,-129.32647861065072
182,100.19564133602047,117.81697475656492,0.2,-127.94847070475309
183,100.00074735187474,117.57714073841329,0.2,-126.57046279885544
184,99.80120799869205,117.34075296155771,0.2,-125.19245489295776
185,99.64661450034836,117.0861755147776,0.2,-123.75084176279057
186,99.48675754111548,116.83511511197878,0.2,-122.30922863262334
187,99.32155030433685,116.58743822053387,0.2,-120.86761550245612
188,99.15090936028108,116.3430091659267,0.2,-119.42600237228893
189,98.97350934661202,115.96555214300221,0.2,-117.96906566609378
190,98.79039885808227,115.5911274797916,0.2,-116.51212895989863
191,98.6015026412186,115.21958900372223,0.2,-115.05519225370347
192,98.40674918340159,114.85078867611179,0.2,-113.59825554750832
193,98.31512945316013,114.57022093862608,0.2,-112.14042654772703
194,98.21751348624736,114.2920929501693,0.2,-110.68259754794576
195,98.11384115344747,114.01625136976533,0.2,-109.22476854816453
196,98.00405624618116,113.74254137631362,0.2,-107.76693954838325
197,97.93807600928304,113.45164060338327,0.2,-106.32502766680818
198,97.86601810573475,113.16251994675349,0.2,-104.88311578523306
199,97.78783966615461,112.87502590766854,0.2,-103.441203903658
200,97.70350169729437,112.58900395723627,0.2,-101.99929202208294
201,97.66446770297681,112.28818370737699,0.2,-100.58864980810824
202,97.61947561130522,111.98847726354923,0.2,-99.17800759413353
203,97.56849980844822,111.68973761256669,0.2,-97.7673653801588
204,97.51151830748772,111.39181715523983,0.2,-96.35672316618408
205,97.50127634274897,111.0858402532445,0.2,-94.96176721677428
206,97.48512932565872,110.78037600608774,0.2,-93.56681126736441
207,97.46306652610109,110.47528050824481,0.2,-92.17185531795461
208,97.43508072040068,110.1704096356236,0.2,-90.77689936854479
209,97.4546683967676,109.86485048161985,0.2,-89.38205027837466
210,97.46833006186085,109.55922741158172,0.2,-87.98720118820454
211,97.47606902752659,109.25339619167745,0.2,-86.59235209803441
212,97.4778921156135,108.94721271143234,0.2,-85.19750300786428
213,97.52729306753622,108.64518580444614,0.2,-83.80177366385126
214,97.57079486896683,108.34251822940656,0.2,-82.40604431983826
215,97.6084148753122,108.03906648687305,0.2,-81.01031497582518
216,97.6401739321411,107.73468754271725,0.2,-79.61458563181222
217,97.71834690872413,107.43898629557137,0.2,-78.21887160725467
218,97.79071117305647,107.14207354180064,0.2,-76.8231575826972
219,97.85729795764478,106.84380815573665,0.2,-75.42744355813964
220,97.91814192318331,106.54404981432346,0.2,-74.03172953358218
221,98.02505776351958,106.25707392933809,0.2,-72.6365266830473
222,98.12631443803154,105.96832853058514,0.2,-71.24132383251249
223,98.2219567094467,105.67767635060008,0.2,-69.84612098197769
224,98.31203266947554,105.384981252518,0.2,-68.45091813144289
225,98.44632850503106,105.1098942290291,0.2,-67.05549180388627
226,98.57516234332046,104.83249496586606,0.2,-65.66006547632976
227,98.69859211270104,104.55265113614134,0.2,-64.26463914877324
228,98.81667894682487,104.2702318629037,0.2,-62.86921282121662
229,98.97840415881565,104.00674991091866,0.2,-61.490791845528115
230,99.13504358417461,103.74050554369676,0.2,-60.1123708698396
231,99.2866651463557,103.47137721865045,0.2,-58.733949894150996
232,99.43333967294483,103.19924506230774,0.2,-57.35552891846248
233,99.41558478770544,103.24568605029677,0.2,-54.56151146650031
234,99.37845921084241,103.27834141087865,0.2,-51.76749401453814
235,99.32265795661498,103.29628329831624,0.2,-48.97347656257596
236,99.24892044135703,103.29861884866816,0.2,-46.17945911061379
237,99.15802872548888,103.28449230260402,0.2,-43.385441658651615
238,99.11193096334817,103.25561536020994,0.2,-40.79943175966925
239,99.05252469813817,103.21132005947243,0.2,-38.21342186068668
240,98.98051914492898,103.15102163498153,0.2,-35.627411961704205
241,98.89664918060619,103.0741679159635,0.2,-33.04140206272174
242,98.80167384709775,102.98024045092406,0.2,-30.455392163739166
243,98.72175077029092,103.009310292738,0.2,-29.63349433106222
244,98.6408102614502,103.03659156559554,0.2,-28.811596498385274
245,98.55887808108,103.06206985913184,0.2,-27.989698665708328
246,98.47598019374145,103.08573113398178,0.2,-27.167800833031386
247,98.42054901431102,103.21501789609107,0.2,-26.3980632464258
248,98.36431540362409,103.3426880337076,0.2,-25.628325659820216
249,98.30730115190893,103.46873091281451,0.2,-24.858588073214634
250,98.24952819028536,103.59313619308563,0.2,-24.088850486608948
251,98.48703708463145,103.31179121561519,0.2,-23.36759121905919
252,98.7239174635261,103.02899156769433,0.2,-22.64633195150943
253,98.96018768818365,102.74472945281696,0.2,-21.925072683959673
254,99.19586621650618,102.45899730622594,0.2,-21.203813416410018
255,99.747233953358,102.11300520267923,0.2,-22.649848900452255
256,100.29614889498511,101.76113505680212,0.2,-24.095884384494596
257,100.84246348775716,101.40345063780757,0.2,-25.541919868536937
258,101.38603183427594,101.04001941817536,0.2,-26.987955352579174
259,101.92168274611522,100.7057520217291,0.2,-28.212516281243676
260,102.45517430139826,100.36745955388332,0.2,-29.437077209908182
261,102.98642097351856,100.02518908150088,0.2,-30.661638138572687
262,103.51533826126837,99.67898948848368,0.2,-31.88619906723719
263,103.69828736880739,99.57945325167272,0.2,-30.75404361427493
264,103.87923995405465,99.47656170152909,0.2,-29.62188816131267
265,104.05826270291102,99.37027604468025,0.2,-28.489732708350513
266,104.23542305475988,99.2605588129439,0.2,-27.35757725538825
267,104.53804590928965,99.12488859521896,0.2,-26.24143352252161
268,104.83899090509726,98.98581473379213,0.2,-25.12528978965487
269,105.13832466062365,98.84330519119597,0.2,-24.009146056788133
270,105.43611440573248,98.69732923371244,0.2,-22.89300232392139
271,105.63607110103055,98.6308002549615,0.2,-21.77774178126796
272,105.83462215042854,98.56075294744417,0.2,-20.662481238614426
273,106.03183630004119,98.48716061853497,0.2,-19.54722069596099
274,106.22778280249845,98.40999791872144,0.2,-18.431960153307458
275,106.43427829333865,98.3564619959168,0.2,-17.331685648297817
276,106.63967523850921,98.29940590674227,0.2,-16.231411143288177
277,106.84404143561301,98.23880920571621,0.2,-15.131136638278536
278,107.04744506235134,98.17465275299216,0.2,-14.030862133268897
279,107.27873528952463,98.13145622003066,0.2,-12.980741306054508
280,107.50927098694831,98.08498644043019,0.2,-11.930620478840018
281,107.73911227027055,98.03523013564978,0.2,-10.880499651625527
282,107.96831948839923,97.98217513112054,0.2,-9.83037882441114
283,108.13837325578453,97.96577758992098,0.2,-8.48568607880806
284,108.30761427422263,97.94393250928037,0.2,-7.140993333204981
285,108.47617060582505,97.91662231649546,0.2,-5.7963005876018
286,108.6441706898176,97.88383244895661,0.2,-4.451607841998822
287,108.62801536208129,97.8852725429651,0.2,-2.501270244819081
288,108.61135440483228,97.87513770583578,0.2,-0.5509326476393398
289,108.59458204338198,97.85341743469847,0.2,1.3994049495402994
290,108.57809263211428,97.82011464953169,0.2,3.3497425467199387
291,108.5622801975879,97.77524568977947,0.2,5.300080143899679
292,112.14020439309363,97.7111515394026,0.2,8.327988616819804
293,115.72217273010563,97.61943029158395,0.2,11.355897089739825
294,119.30963889165616,97.50033413702712,0.2,14.383805562659846
295,122.90404121001256,97.35419170135175,0.2,17.411714035579866
296,126.50679865063422,97.18140712752056,0.2,20.43962250849999
297,126.22706678290582,97.0500497914656,0.2,23.452791123799283
298,125.95833959204603,96.89332629625369,0.2,26.465959739098576
299,125.70193524808528,96.71185017718774,0.2,29.479128354397872
300,125.45913784788223,96.50630341158015,0.2,32.492296969697165
301,125.23119386454377,96.27743453305787,0.2,35.50546558499646
302,125.01930870087637,96.02605656183667,0.2,38.51863420029575
303,124.70699301537641,95.82130406370806,0.2,41.86548277175024
304,124.41744293400718,95.5911481136221,0.2,45.21233134320462
305,124.15210268958751,95.33696110243464,0.2,48.5591799146591
306,123.91233393106576,95.06019739503714,0.2,51.906028486113584
307,123.69941107870373,94.76238836927078,0.2,55.252877057568064
308,123.51451697681264,94.44513719213613,0.2,58.59972562902255
309,123.2053866025735,93.98477569859067,0.2,62.46905781601618
310,122.93668294367112,93.50334163280958,0.2,66.3383900030097
311,122.70973585293653,93.00361107478565,0.2,70.20772219000324
312,122.52568481846349,92.48844351670498,0.2,74.07705437699687
313,122.38547376877659,91.96076882675898,0.2,77.9463865639905
314,122.28984676953924,91.42357389211779,0.2,81.81571875098403
315,122.21415225611395,97.38941225245688,0.2,85.85535913995218
316,122.18801679218123,103.35165936244036,0.2,89.89499952892045
317,122.21157024224112,109.31381541222252,0.2,93.9346399178887
318,122.28469557156167,115.27938104442663,0.2,97.97428030685695
319,122.40702942771279,121.25183995980277,0.2,102.0139206958251
320,122.57796394602808,127.23464160706793,0.2,106.05356108479336
321,122.70722232227311,126.83957762618734,0.2,109.68460244917475
322,122.87428317739968,126.45803743207962,0.2,113.31564381355624
323,123.07821414748814,126.09238795353059,0.2,116.94668517793764
324,123.31793483980357,125.74493232012709,0.2,120.57772654231903
325,123.59222117043522,125.41790061548524,0.2,124.20876790670052
326,123.89971027883725,125.1134409237487,0.2,127.8398092710819
327,124.08289326458133,124.81531675303347,0.2,131.04500637591886
328,124.28967201385953,124.53773662948107,0.2,134.25020348075572
329,124.51886095553964,124.28198770395129,0.2,137.45540058559257
330,124.76920440581326,124.04928882607338,0.2,140.6605976904295
331,125.03938049673671,123.84078673094527,0.2,143.86579479526648
332,125.32800531183574,123.6575524514506,0.2,147.0709919001033
333,125.68507608029003,123.3759984615387,0.2,150.48888513691548
334,126.05967074320544,123.12540383547065,0.2,153.90677837372766
335,126.44991239112467,122.90675824611722,0.2,157.32467161053984
336,126.85386845069486,122.72093770816925,0.2,160.742564847352
337,127.26955755976628,122.56870146172942,0.2,164.1604580841642
338,123.69363114897476,122.45693361904442,0.2,166.70193415454736
339,120.12222970390437,122.36431061512069,0.2,169.24341022493041
340,116.55449984216538,122.29101426744718,0.2,171.78488629531356
341,112.98958095851187,122.23718837349654,0.2,174.32636236569664
342,109.42660691785194,122.20293842784227,0.2,176.86783843607978
343,109.35365897526341,122.17634021918879,0.2,178.69588688284844
344,109.28094269127484,122.15991809702962,0.2,-179.4760646703829
345,109.20813333030372,122.15367427230775,0.2,-177.64801622361426
346,109.13490625150801,122.1576005957591,0.2,-175.8199677768456
347,108.92572706713042,122.12984279291612,0.2,-174.70994778646008
348,108.71620184548824,122.1058222131292,0.2,-173.59992779607455
349,108.50625825294381,122.08553145153454,0.2,-172.48990780568892
350,108.29582411288273,122.06896170338956,0.2,-171.3798878153034
351,108.07692716307822,122.0246972723525,0.2,-170.33468032847887
352,107.8574715121167,121.98371333232548,0.2,-169.28947284165432
353,107.63739741253694,121.94599914604393,0.2,-168.24426535482976
354,107.41664532268058,121.91154288815854,0.2,-167.1990578680052
355,107.20117470234833,121.85080190344154,0.2,-166.08291612289304
356,106.98479138562841,121.79374424372621,0.2,-164.96677437778098
357,106.76742379777612,121.74035143163417,0.2,-163.8506326326688
358,106.5490007375499,121.69060359908003,0.2,-162.73449088755663
359,106.23884669465077,121.57427704677727,0.2,-161.61294362008056
360,105.92748404377564,121.46158644632425,0.2,-160.4913963526045
361,105.61484184837302,121.3525074445333,0.2,-159.36984908512832
362,105.30084966215699,121.24701430440965,0.2,-158.24830181765228
363,105.11559978175623,121.15545347160938,0.2,-157.11019832527137
364,104.92881525297807,121.06752746510861,0.2,-155.97209483289058
365,104.74042418239061,120.98320508612532,0.2,-154.8339913405097
366,104.55035531042573,120.90245371405993,0.2,-153.6958878481288
367,104.36167311762044,120.79283858363065,0.2,-152.54722772649748
368,104.17113807375299,120.68678992148233,0.2,-151.3985676048662
369,103.9786790557443,120.58426986763777,0.2,-150.24990748323498
370,103.78422571376998,120.48523914395491,0.2,-149.10124736160367
371,103.61492481819862,120.36988598479735,0.2,-147.9528149151512
372,103.44349219036839,120.25793806694733,0.2,-146.80438246869875
373,103.26986000864686,120.1493519809589,0.2,-145.6559500222463
374,103.09396133506266,120.04408296678496,0.2,-144.50751757579383
375,102.84417754564866,119.84395324152294,0.2,-143.3219634663782
376,102.59183642240285,119.64725718900071,0.2,-142.1364093569625
377,102.33686746889124,119.45394116205614,0.2,-140.95085524754688
378,102.07920131374931,119.26395006641565,0.2,-139.76530113813126
379,101.94531730124008,119.133277116352,0.2,-138.51440489979734
380,101.80827594994648,119.00617469702797,0.2,-137.26350866146342
381,101.66800006575174,118.88257303117618,0.2,-136.01261242312958
382,101.52441399620992,118.7624006729702,0.2,-134.76171618479566
383,101.31683753656938,118.52806217052449,0.2,-133.4596670350789
384,101.10551270289966,118.29727573073446,0.2,-132.15761788536204
385,100.89035974920611,118.06995526181205,0.2,-130.8555687356452
386,100.67130090635598,117.8460128821231,0.2,-129.55351958592843
387,100.49326924140605,117.59733236083176,0.2,-128.2097243734743
388,100.3109155595691,117.35205411940365,0.2,-126.86592916102009
389,100.12416126093574,117.11007586434681,0.2,-125.52213394856597
390,99.9329301661494,116.87129348701669,0.2,-124.17833873611185
391,99.78417829405501,116.61196285024894,0.2,-122.79458150393738
392,99.6305235333096,116.35579125340021,0.2,-121.4108242717628
393,99.47189102677892,116.10265937647799,0.2,-120.02706703958823
394,99.30820882059021,115.85244612657846,0.2,-118.64330980741376
395,99.18707288334096,115.58277597417958,0.2,-117.24184676157894
396,99.06061784380582,115.31584438185257,0.2,-115.84038371574403
397,98.92877831421563,115.05152043736271,0.2,-114.4389206699091
398,98.7914921281739,114.78967166840074,0.2,-113.03745762407428
399,98.69296552911129,114.4964523196596,0.2,-111.63575913271058
400,98.58887587405617,114.20543955784282,0.2,-110.23406064134699
401,98.47917085055128,113.91649664022405,0.2,-108.83236214998338
402,98.36380150676814,113.62948558533755,0.2,-107.43066365861968
403,98.29826968834516,113.34118227574955,0.2,-106.02798142793146
404,98.22697773841855,113.05453370208072,0.2,-104.62529919724327
405,98.14988687679701,112.76939836634918,0.2,-103.22261696655515
406,98.0669617986358,112.48563386367428,0.2,-101.81993473586694
407,98.02961886137575,112.19206504606576,0.2,-100.41889487198038
408,97.98639543171794,111.89957750547568,0.2,-99.01785500809392
409,97.93726683008697,111.60802713872081,0.2,-97.61681514420735
410,97.88221190765461,111.31726928227457,0.2,-96.21577528032078
411,97.8734053840867,111.02097435968182,0.2,-94.81867086182964
412,97.85867433966565,110.72517887728357,0.2,-93.4215664433385
413,97.83800835843492,110.42973823697979,0.2,-92.02446202484737
414,97.81140055307544,110.13450762969782,0.2,-90.62735760635623
415,97.8316018994483,109.83801941818022,0.2,-89.23210230809846
416,97.84587397034517,109.54145173572039,0.2,-87.8368470098407
417,97.85422045880841,109.2446602316271,0.2,-86.44159171158303
418,97.8566485716371,108.94750068793114,0.2,-85.04633641332526
419,97.90542117574277,108.65480977589269,0.2,-83.65119254554459
420,97.9483012798934,108.361463244613,0.2,-82.25604867776401
421,97.98530659353492,108.06731782111042,0.2,-80.86090480998344
422,98.01645830919485,107.77223070605534,0.2,-79.46576094220276
423,98.0935327242043,107.48530192283587,0.2,-78.07066237447067
424,98.1648066989246,107.19714769285116,0.2,-76.67556380673858
425,98.23031178827695,106.90762715801989,0.2,-75.2804652390065
426,98.29008296725233,106.61660027027132,0.2,-73.88536667127441
427,98.39466548408731,106.33865608613176,0.2,-72.49039900738316
428,98.49359527260904,106.05892856215803,0.2,-71.0954313434918
429,98.58691742239719,105.77728061474627,0.2,-69.70046367960053
430,98.67468034688278,105.49357629859742,0.2,-68.30549601570927
431,98.80568083401663,105.22719242942104,0.2,-66.9104564614174
432,98.93122821845587,104.95848379099266,0.2,-65.51541690712553
433,99.05138071446015,104.6873183131624,0.2,-64.12037735283376
434,99.16619973436511,104.41356538218847,0.2,-62.725337798541894
435,99.32260884173478,104.1613537936574,0.2,-61.328614257886976
436,99.47380426424323,103.90629117935292,0.2,-59.93189071723196
437,99.61985704473513,103.6482513027351,0.2,-58.53516717657704
438,99.76084128196425,103.38710969644083,0.2,-57.13844363592212
439,99.95435630454914,103.13133843285279,0.2,-55.87959614311877
440,100.14387518678187,102.87285950292143,0.2,-54.62074865031541
441,100.32945837858661,102.6115857678814,0.2,-53.36190115751206
442,100.51116822967239,102.34743143803894,0.2,-52.1030536647087
443,100.3494467235514,102.55747678684943,0.2,-48.52210775350734
444,100.15846933339228,102.74165883344705,0.2,-44.94116184230588
445,99.9399085657638,102.898200792498,0.2,-41.36021593110451
446,99.69554463730938,103.02543381018982,0.2,-37.77927001990315
447,99.42725852319555,103.1218034809231,0.2,-34.19832410870169
448,99.13702461210968,103.18587591709554,0.2,-30.617378197500326
449,98.63430099170796,103.45753674682442,0.2,-27.22247429398859
450,98.11552189466711,103.69798711650623,0.2,-23.82757039047675
451,97.58256370487004,103.90633103083921,0.2,-20.432666486965015
